year_kyrBP	geologic_carbon_rate_PgCyr	geologic_carbon_cumulative_PgC	alk_to_dic_ratio	terrestrial_carbon_uptake_rate_PgCyr	terrestrial_carbon_uptake_cumulative_PgC	terrestrial_carbon_release_rate_PgCyr	terrestrial_carbon_release_cumulative_PgC	atmospheric_CO2_ppm	atmospheric_∆14C_permil	deep_atlantic_CO3_umolkg	deep_indian_CO3_umolkg	deep_south_pacific_CO3_umolkg	deep_south_pacific_CO3_umolkg
1.5	0	0	0	0	0	0	0	279.444	-0.725971	110.217	81.3816	78.718	76.0479
1.4	0	0	0	0	0	0	0	279.575	-2.51382	110.15	81.3264	78.6782	76.0251
1.3	0	0	0	0	0	0	0	279.702	-4.32557	110.085	81.2719	78.6399	76.0019
1.2	0	0	0	0	0	0	0	279.823	-5.8586	110.023	81.2181	78.6017	75.9732
1.1	0	0	0	0	0	0	0	279.941	-6.60564	109.963	81.1648	78.5622	75.9404
1.0	0	0	0	0	0	0	0	280.055	-7.0164	109.905	81.1121	78.5216	75.9046
0.9	0	0	0	0	0	0	0	280.166	-7.06673	109.849	81.0598	78.4799	75.8667
0.8	0	0	0	0	0	0	0	280.274	-6.84761	109.795	81.0079	78.4374	75.827
0.7	0	0	0	0	0	0	0	280.38	-6.30779	109.742	80.9564	78.3944	75.7862
0.6	0	0	0	0	0	0	0	280.484	-5.28582	109.69	80.9052	78.3508	75.7444
0.5	0	0	0	0	0	0	0	280.586	-3.97686	109.64	80.8545	78.3071	75.702
0.4	0	0	0	0	0	0	0	280.688	-2.3548	109.59	80.8041	78.2631	75.6591
0.3	0	0	0	0	0	0	0	280.787	-0.477695	109.541	80.7542	78.2191	75.6159
0.2	0	0	0	0	0	0	0	280.886	1.88662	109.493	80.7047	78.1751	75.5724
0.1	0	0	0	0	0	0	0	280.983	5.18458	109.445	80.6557	78.1312	75.5289
0.0	0	0	0	0	0	0	0	281.08	8.97967	109.398	80.6071	78.0874	75.4853
